"player","season","fouls_drawn_to_shot","def_action_to_shot","goal_creating_action","comp_live_pass_to_goal","comp_dead_pass_to_goal","takeon_to_goal","shot_to_goal_shot","fouls_drawn_to_goal","def_action_to_goal","carries","tot_carry_distance","prog_carry_distance","prog_carries","carries_into_final_third","carries_into_box","fail_to_control","lose_control_due_to_tkl","successfully_rec_pass"
"Lewis Grabban","2018-2019",7,0,10,5,0,1,3,1,0,549,3721,1319,61,24,23,71,42,628
"Luke Chambers","2018-2019",2,0,2,2,0,0,0,0,0,1028,4397,2428,4,5,0,15,5,1138
"Chris Basham","2018-2019",6,1,4,3,0,0,0,1,0,1006,6414,4057,87,69,13,61,30,1220
"Lewis Baker","2018-2019",0,3,3,2,1,0,0,0,0,689,4279,2011,24,22,2,27,17,758
"Tom Edwards","2018-2019",0,1,1,1,0,0,0,0,0,662,4036,2206,52,39,2,24,17,772
"Sam Byram","2018-2019",0,0,0,0,0,0,0,0,0,176,972,459,12,11,1,6,4,185
"Wayne Routledge","2018-2019",3,0,7,4,0,0,2,1,0,519,2994,1038,49,19,13,63,61,625
"Sam Vokes","2018-2019",4,0,0,0,0,0,0,0,0,92,431,86,2,3,0,18,8,224
"Kyle Vassell","2018-2019",4,0,3,2,0,0,0,1,0,199,1443,464,23,11,11,27,35,220
"Matty Taylor","2018-2019",7,0,10,5,0,1,2,2,0,274,1380,419,22,14,5,30,23,344
"Jonathan Grounds","2018-2019",0,0,0,0,0,0,0,0,0,261,1166,639,6,7,2,3,4,299
"James Morrison","2018-2019",0,1,2,2,0,0,0,0,0,249,1205,629,19,7,1,14,11,346
"Paweł Wszołek","2018-2019",2,3,9,8,0,0,1,0,0,515,3548,1839,56,31,12,46,32,666
"Cuco Martina","2018-2019",1,1,0,0,0,0,0,0,0,697,3138,1694,34,33,4,19,8,836
"Matty Cash","2018-2019",8,2,8,4,0,0,0,3,1,653,4558,1893,58,51,13,94,52,759
"Louis Moult","2018-2019",3,0,3,2,0,0,1,0,0,242,898,250,7,11,1,34,17,346
"Gary Roberts","2018-2019",3,0,2,2,0,0,0,0,0,223,977,412,13,11,6,16,10,275
"Connor Roberts","2018-2019",5,1,7,4,1,1,1,0,0,1446,6282,3806,67,51,15,29,26,1978
"Robbie McKenzie","2018-2019",0,0,1,1,0,0,0,0,0,189,1069,636,5,2,1,4,1,227
"Saido Berahino","2018-2019",1,0,3,3,0,0,0,0,0,342,2197,745,30,23,8,44,29,385
"Alan Browne","2018-2019",7,3,16,11,0,2,1,1,1,886,4218,1433,42,37,12,77,54,1016
"Mike van der Hoorn","2018-2019",5,0,4,4,0,0,0,0,0,1833,11680,9022,56,31,2,17,11,2328
"Markus Henriksen","2018-2019",3,4,5,3,0,0,1,1,0,777,3605,1899,30,30,3,22,19,921
"Daniel Pudil","2018-2019",0,0,1,1,0,0,0,0,0,310,1748,1127,8,6,0,10,1,337
"Darragh Lenihan","2018-2019",1,0,3,2,0,0,1,0,0,826,4043,2216,14,8,2,17,4,975
"Craig Noone","2018-2019",8,0,1,1,0,0,0,0,0,512,3549,1592,58,46,16,64,32,560
"Tomer Hemed","2018-2019",5,0,5,2,0,2,0,1,0,246,1089,385,14,8,11,33,21,433
"Mateusz Klich","2018-2019",3,1,16,15,0,0,1,0,0,1352,9222,4580,139,85,23,74,62,1921
"Ryan Shawcross","2018-2019",0,0,0,0,0,0,0,0,0,911,5698,3651,12,6,0,10,0,1016
"Antonee Robinson","2018-2019",2,0,4,3,0,1,0,0,0,615,4543,2361,80,54,13,54,40,673
"Steve Morison","2018-2019",6,0,10,10,0,0,0,0,0,372,1235,404,13,13,5,48,15,687
"Shaun Williams","2018-2019",4,0,7,1,6,0,0,0,0,629,2250,982,14,18,2,22,20,763
"Jay Dasilva","2018-2019",0,1,6,5,1,0,0,0,0,677,4261,2393,65,37,10,36,25,819
"David Wheater","2018-2019",0,1,2,0,0,0,2,0,0,381,1245,554,1,6,1,8,0,459
"Axel Tuanzebe","2018-2019",0,0,1,0,0,0,1,0,0,719,4789,2616,22,6,1,16,9,886
"Steven Fletcher","2018-2019",6,0,7,4,0,0,3,0,0,654,2774,906,29,25,14,91,52,1019
"Craig Conway","2018-2019",3,0,1,0,1,0,0,0,0,363,2293,956,25,16,4,17,15,373
"Anthony Forde","2018-2019",6,0,4,0,2,0,0,2,0,301,2404,931,38,28,6,41,29,323
"Gavin Massey","2018-2019",3,1,2,1,0,1,0,0,0,210,1439,805,32,14,10,32,17,237
"Matt Smith","2018-2019",2,0,2,1,0,0,1,0,0,98,378,84,3,5,0,12,10,328
"Christoph Zimmermann","2018-2019",0,1,4,4,0,0,0,0,0,1304,7556,4649,11,3,0,11,8,1510
"Charlie Lakin","2018-2019",2,0,0,0,0,0,0,0,0,54,305,114,3,5,1,5,3,63
"Alexander Milošević","2018-2019",0,0,0,0,0,0,0,0,0,227,1106,606,1,3,0,1,1,230
"Maxime Colin","2018-2019",2,4,5,3,0,1,0,1,0,738,5092,2844,78,47,17,37,31,730
"Martin Olsson","2018-2019",2,0,1,1,0,0,0,0,0,446,2698,1603,37,18,3,15,17,515
"Daniel Ayala","2018-2019",1,0,2,1,0,0,0,1,0,537,3035,1654,15,9,0,21,2,569
"Chris Gunter","2018-2019",1,0,2,0,2,0,0,0,0,394,2168,1022,29,21,4,12,5,478
"Bersant Celina","2018-2019",5,1,12,9,1,1,1,0,0,1244,7883,4273,115,96,26,73,37,1647
"Brandon Barker","2018-2019",3,0,5,3,0,0,1,1,0,219,2079,1098,41,39,14,14,13,241
"Mark Beevers","2018-2019",1,0,0,0,0,0,0,0,0,349,1650,809,2,7,2,10,1,465
"Jack O'Connell","2018-2019",3,0,4,3,0,0,0,1,0,1174,4574,2278,16,25,2,24,4,1654
"Britt Assombalonga","2018-2019",11,1,4,2,0,0,1,1,0,575,3143,950,44,27,26,105,74,626
"Erhun Oztumer","2018-2019",2,0,0,0,0,0,0,0,0,240,1361,503,10,13,2,23,15,304
"Jordan Thorniley","2018-2019",0,1,0,0,0,0,0,0,0,354,1710,1030,5,3,0,7,1,391
"Clark Robertson","2018-2019",0,0,3,1,0,0,2,0,0,301,1722,858,7,4,1,4,1,320
"Lewis Travis","2018-2019",6,2,4,3,0,0,0,1,0,638,3668,1624,28,33,8,32,28,744
"Adam Reach","2018-2019",2,1,17,12,1,2,1,1,0,1136,7563,3438,128,89,30,86,39,1281
"Ryan Ledson","2018-2019",1,1,2,2,0,0,0,0,0,341,1176,433,2,6,0,12,3,390
"Tobias Figueiredo","2018-2019",0,0,0,0,0,0,0,0,0,316,2037,1254,8,4,0,5,2,360
"Will Grigg","2018-2019",7,0,3,1,0,0,0,2,0,91,409,116,5,2,5,16,16,153
"João Carvalho","2018-2019",3,1,18,15,0,3,0,0,0,950,5701,2739,83,66,20,93,47,1166
"Connor Mahoney","2018-2019",6,1,6,2,4,0,0,0,0,379,3381,1559,75,32,22,35,24,393
"Lukas Jutkiewicz","2018-2019",12,0,14,12,0,0,1,1,0,803,3514,1359,46,42,15,116,53,1429
"George Baldock","2018-2019",3,1,8,7,0,0,0,1,0,577,3300,1818,67,37,21,27,18,778
"Lee Gregory","2018-2019",9,0,12,8,0,1,2,1,0,786,3801,922,46,19,19,147,79,942
"Amari'i Bell","2018-2019",2,0,5,3,0,1,0,1,0,837,5491,3033,84,51,12,52,43,918
"Callum Connolly","2018-2019",3,1,3,3,0,0,0,0,0,338,1459,524,10,10,1,24,16,443
"Jordan Rhodes","2018-2019",5,0,3,2,0,0,1,0,0,164,672,135,5,5,3,18,12,260
"Jordy de Wijs","2018-2019",0,0,4,3,0,0,1,0,0,544,3259,2068,9,5,0,15,4,698
"Rekeem Harper","2018-2019",1,0,6,4,0,0,2,0,0,263,1745,730,22,23,5,22,21,324
"Leroy Fer","2018-2019",1,0,3,3,0,0,0,0,0,463,2432,1336,20,16,1,32,17,579
"Garath McCleary","2018-2019",2,0,6,4,0,1,0,1,0,492,3789,2006,89,33,33,25,27,539
"Alan Judge","2018-2019",12,0,6,1,3,0,0,2,0,896,4044,1537,34,27,12,88,30,1127
"Courtney Baker-Richardson","2018-2019",0,0,1,1,0,0,0,0,0,55,298,118,5,4,4,14,9,83
"Corry Evans","2018-2019",2,2,1,1,0,0,0,0,0,744,3608,1473,21,30,5,27,33,929
"Harvey Barnes","2018-2019",14,0,20,12,0,3,3,2,0,643,5302,2938,112,74,54,80,36,797
"Darnell Furlong","2018-2019",3,1,3,2,0,0,1,0,0,323,1909,893,26,15,2,9,6,528
"Luke Ayling","2018-2019",4,2,10,9,0,0,0,0,1,1425,8858,5381,107,66,8,61,26,1848
"John Obi Mikel","2018-2019",0,1,2,2,0,0,0,0,0,519,2798,1248,19,17,1,23,16,575
"Oliver Norwood","2018-2019",4,2,21,9,10,0,2,0,0,1418,4854,2531,19,26,1,13,12,2257
"Jay Fulton","2018-2019",0,0,1,1,0,0,0,0,0,464,1957,896,20,12,4,25,23,636
"Dael Fry","2018-2019",1,2,4,4,0,0,0,0,0,605,3322,1860,29,30,0,24,8,663
"Matt Crooks","2018-2019",2,0,1,0,0,0,0,1,0,143,1031,436,17,11,4,12,15,152
"Joe Williams","2018-2019",7,5,5,4,0,0,1,0,0,741,3866,1808,32,32,5,42,33,843
"Jed Wallace","2018-2019",5,1,7,5,0,1,1,0,0,1271,10130,4392,161,106,35,111,63,1354
"Kasey Palmer","2018-2019",6,0,4,4,0,0,0,0,0,406,2690,1089,30,27,6,45,49,478
"Marley Watkins","2018-2019",3,0,0,0,0,0,0,0,0,129,635,276,8,7,1,13,7,145
"Wes Harding","2018-2019",1,0,1,1,0,0,0,0,0,293,1897,791,15,17,3,19,15,288
"Adam Clayton","2018-2019",2,0,3,2,0,0,0,1,0,772,3468,1628,20,13,0,24,21,839
"Jackson Irvine","2018-2019",3,1,9,7,0,0,2,0,0,830,3887,1994,41,36,3,68,47,1236
"Tom Huddlestone","2018-2019",2,0,3,3,0,0,0,0,0,711,2644,1164,11,11,2,18,19,949
"Kieran Gibbs","2018-2019",3,3,5,4,0,0,0,1,0,870,5129,2999,95,78,20,44,19,1169
"Kenny McLean","2018-2019",1,0,10,8,2,0,0,0,0,623,3617,1882,31,28,3,14,6,822
"Joe Newell","2018-2019",5,0,7,1,4,0,2,0,0,406,2381,980,34,21,12,41,31,442
"Duane Holmes","2018-2019",3,1,3,2,0,0,1,0,0,559,3971,2096,64,37,11,32,27,616
"Harlee Dean","2018-2019",3,3,5,3,0,0,2,0,0,530,3192,1328,17,13,0,38,14,514
"Josh McEachran","2018-2019",0,1,2,1,0,0,1,0,0,677,4685,2439,42,21,0,6,12,759
"Stephen Kingsley","2018-2019",0,0,2,2,0,0,0,0,0,451,2186,1135,29,16,1,20,11,601
"Cole Skuse","2018-2019",2,0,3,2,0,0,1,0,0,696,2681,1158,11,9,0,20,14,845
"Jay Rodriguez","2018-2019",2,5,17,14,0,0,3,0,0,745,4180,1653,60,39,18,85,53,1071
"Bailey Wright","2018-2019",0,0,0,0,0,0,0,0,0,169,763,375,4,6,1,5,3,213
"Maikel Kieftenbeld","2018-2019",4,4,6,4,0,0,0,1,1,523,2315,750,7,17,1,40,34,644
"Kayden Jackson","2018-2019",3,0,3,2,0,1,0,0,0,292,1636,684,29,14,13,55,19,358
"Joe Rafferty","2018-2019",0,0,0,0,0,0,0,0,0,141,574,305,7,2,1,3,0,174
"Emiliano Marcondes","2018-2019",0,1,3,3,0,0,0,0,0,155,945,458,14,9,0,10,9,188
"Conor Townsend","2018-2019",2,0,2,0,0,1,0,1,0,279,1787,1021,27,20,0,7,11,356
"Kalvin Phillips","2018-2019",1,3,4,4,0,0,0,0,0,1333,6795,3284,17,15,1,41,24,1869
"George Friend","2018-2019",4,0,3,2,0,0,0,1,0,980,5435,2680,60,43,10,57,24,1082
"James Vaughan","2018-2019",5,0,0,0,0,0,0,0,0,70,249,66,2,2,2,20,7,169
"Kristian Pedersen","2018-2019",0,1,3,3,0,0,0,0,0,626,3817,2003,59,60,4,28,24,653
"Gaetano Berardi","2018-2019",0,0,2,2,0,0,0,0,0,263,1777,1169,12,6,0,8,4,351
"Ryan Tunnicliffe","2018-2019",3,1,0,0,0,0,0,0,0,453,2287,1070,17,23,2,25,22,496
"James McClean","2018-2019",7,1,12,10,0,1,0,1,0,895,6568,3087,114,69,21,72,45,1030
"Bradley Dack","2018-2019",11,2,17,10,0,0,5,2,0,1044,5480,2146,60,58,20,105,93,1320
"Trevoh Chalobah","2018-2019",2,2,3,2,0,0,0,0,1,1010,4011,1819,28,26,6,52,36,1209
"Tom Trybull","2018-2019",1,3,2,2,0,0,0,0,0,932,4064,1944,11,15,3,17,29,1120
"Ahmed Hegazi","2018-2019",0,0,4,3,0,0,1,0,0,1123,6958,4120,21,16,0,14,14,1273
"Jack Hobbs","2018-2019",0,0,0,0,0,0,0,0,0,384,1465,671,2,2,1,8,2,421
"Henrik Dalsgaard","2018-2019",1,1,6,4,1,0,1,0,0,1094,5671,3539,70,50,12,38,18,1416
"Ben Brereton","2018-2019",8,0,2,1,0,0,0,1,0,216,1648,519,21,17,13,29,35,240
"Andreas Weimann","2018-2019",2,2,10,7,0,2,1,0,0,671,4737,2085,79,48,33,59,26,838
"Saïd Benrahma","2018-2019",5,0,21,9,4,4,3,1,0,1045,8167,4243,164,96,59,93,66,1190
"Tom Carroll","2018-2019",0,0,0,0,0,0,0,0,0,331,1234,560,10,6,1,8,9,497
"Ash Baker","2018-2019",1,0,1,0,1,0,0,0,0,214,1056,487,12,3,1,10,4,223
"Sone Aluko","2018-2019",4,2,1,1,0,0,0,0,0,419,2621,1287,38,25,5,27,23,447
"Marcus Tavernier","2018-2019",3,1,2,1,0,0,0,0,1,173,1290,399,13,8,4,18,17,179
"Julian Jeanvier","2018-2019",1,0,0,0,0,0,0,0,0,792,4151,2118,3,2,0,15,3,887
"Timm Klose","2018-2019",0,1,4,4,0,0,0,0,0,911,4928,2863,17,14,0,7,8,969
"Kemar Roofe","2018-2019",7,0,7,2,0,2,3,0,0,444,2284,842,37,14,19,86,41,598
"Josh Dasilva","2018-2019",1,1,4,4,0,0,0,0,0,303,2123,1149,20,19,2,10,11,377
"Jack Hunt","2018-2019",3,1,8,6,1,1,0,0,0,723,4055,1968,47,34,6,36,18,884
"Josh Scowen","2018-2019",2,1,5,5,0,0,0,0,0,516,3321,1526,29,20,7,29,17,660
"Ahmed Elmohamady","2018-2019",1,0,10,10,0,0,0,0,0,875,4622,2779,84,43,8,29,17,1330
"Jack Lankester","2018-2019",1,1,0,0,0,0,0,0,0,154,867,269,5,4,3,17,7,148
"John Swift","2018-2019",3,0,12,9,0,1,2,0,0,1338,7239,3501,64,60,8,76,53,1432
"Dominic Iorfa","2018-2019",0,0,2,2,0,0,0,0,0,217,1013,565,13,8,6,14,7,254
"Josh Onomah","2018-2019",0,0,5,5,0,0,0,0,0,381,1973,820,16,15,2,21,25,428
"Emi Buendía","2018-2019",10,6,22,17,4,0,0,0,1,1238,6181,3182,70,66,19,63,71,1554
"Alex Pearce","2018-2019",0,0,0,0,0,0,0,0,0,171,673,300,1,1,0,0,0,156
"Jake Bidwell","2018-2019",4,2,6,4,0,0,0,1,1,564,3092,1599,54,37,4,18,12,823
"Stuart Dallas","2018-2019",2,0,1,1,0,0,0,0,0,427,2693,1624,49,19,7,20,13,579
"Tom Ince","2018-2019",15,3,17,10,2,0,1,3,1,1047,7797,3273,116,82,44,91,47,1132
"Evandro Goebel","2018-2019",3,1,8,7,0,0,1,0,0,323,2006,715,22,21,5,22,23,452
"Teddy Bishop","2018-2019",7,2,0,0,0,0,0,0,0,287,1875,1048,32,30,8,28,12,359
"Alan Hutton","2018-2019",4,0,10,6,1,3,0,0,0,876,6682,4124,100,83,9,23,17,1193
"Saidy Janko","2018-2019",0,0,1,1,0,0,0,0,0,443,3251,1878,54,28,4,21,8,460
"Adam Armstrong","2018-2019",3,0,11,7,0,1,2,1,0,760,5809,2823,100,57,38,92,46,874
"Barrie McKay","2018-2019",3,0,8,8,0,0,0,0,0,435,2340,1132,38,20,9,51,30,525
"Flynn Downes","2018-2019",0,3,1,1,0,0,0,0,0,500,2301,960,13,19,3,17,20,641
"Joe Mattock","2018-2019",3,4,6,6,0,0,0,0,0,771,4175,1887,51,61,5,42,22,831
"James Meredith","2018-2019",1,1,1,1,0,0,0,0,0,411,2287,1280,27,22,2,14,10,489
"Ben Wiles","2018-2019",2,0,2,2,0,0,0,0,0,224,1527,637,19,14,4,20,12,217
"Tyler Roberts","2018-2019",6,0,8,7,0,0,0,1,0,511,3097,1420,53,38,13,56,23,709
"Daniel Johnson","2018-2019",3,1,8,6,1,0,1,0,0,758,3540,1400,40,28,11,43,26,872
"Josh Sims","2018-2019",5,0,4,2,0,0,1,1,0,193,1325,555,18,12,11,24,11,210
"Nathan Dyer","2018-2019",4,0,4,4,0,0,0,0,0,562,3062,1403,48,37,16,39,34,699
"André Green","2018-2019",1,0,1,1,0,0,0,0,0,235,1864,943,41,14,9,32,12,273
"Craig Forsyth","2018-2019",1,0,7,6,0,0,0,1,0,329,1582,907,22,16,3,9,8,457
"Yannick Bolasie","2018-2019",2,0,7,4,0,1,1,1,0,309,2524,1309,66,33,18,49,27,386
"Peter Crouch","2018-2019",2,0,3,2,0,0,0,1,0,86,269,41,1,2,0,21,4,186
"Tom Clarke","2018-2019",0,1,2,2,0,0,0,0,0,426,1780,938,11,6,2,13,1,504
"Pelé","2018-2019",0,1,1,1,0,0,0,0,0,152,912,447,6,5,2,5,11,171
"Gary O'Neil","2018-2019",3,1,2,2,0,0,0,0,0,551,2455,908,20,24,2,48,26,690
"Alexander Tettey","2018-2019",1,0,2,2,0,0,0,0,0,952,4731,2348,32,19,2,36,17,1083
"Modou Barrow","2018-2019",7,1,12,8,1,3,0,0,0,599,4334,2535,94,56,27,70,45,631
"Moses Odubajo","2018-2019",1,0,1,1,0,0,0,0,0,778,5133,3003,73,43,15,47,34,911
"Eric Lichaj","2018-2019",2,1,3,3,0,0,0,0,0,698,3476,1943,39,30,4,19,19,944
"Max Aarons","2018-2019",6,0,13,12,1,0,0,0,0,1399,8049,4128,87,54,20,46,27,1610
"Will Vaulks","2018-2019",3,2,15,10,3,0,2,0,0,932,3767,1418,11,16,3,33,35,1067
"Romaine Sawyers","2018-2019",3,0,12,12,0,0,0,0,0,1884,11050,5178,80,92,9,64,52,2241
"Kamohelo Mokotjo","2018-2019",3,0,5,4,0,0,0,1,0,875,3991,1766,20,20,4,26,20,1097
"Richie Towell","2018-2019",4,1,4,4,0,0,0,0,0,470,2667,1028,25,24,4,25,25,510
"Matt Phillips","2018-2019",4,1,12,6,5,0,0,1,0,625,5271,2896,94,73,11,43,41,754
"Bruno Martins Indi","2018-2019",1,1,1,1,0,0,0,0,0,1025,4869,2631,20,17,0,24,11,1174
"John O'Shea","2018-2019",0,0,0,0,0,0,0,0,0,191,845,485,1,1,0,0,0,229
"Liam Ridgewell","2018-2019",0,0,0,0,0,0,0,0,0,119,679,441,2,1,0,2,0,141
"Muhamed Bešić","2018-2019",3,3,12,9,1,0,2,0,0,973,7592,3433,76,56,18,39,31,1006
"Danny Graham","2018-2019",3,0,9,5,0,0,2,2,0,473,1684,491,15,6,9,47,20,849
"Jayden Stockley","2018-2019",1,0,1,1,0,0,0,0,0,162,456,128,2,4,0,22,11,254
"Gareth Barry","2018-2019",3,1,2,2,0,0,0,0,0,503,2965,1563,17,16,1,19,10,653
"Tom Lawrence","2018-2019",11,0,14,7,0,2,1,4,0,777,5407,2545,96,70,26,73,52,916
"Fikayo Tomori","2018-2019",0,1,2,2,0,0,0,0,0,1674,8753,5256,39,10,1,24,15,1901
"Seán Maguire","2018-2019",7,0,7,5,0,0,1,1,0,615,3670,1376,61,34,28,87,51,645
"Mame Biram Diouf","2018-2019",0,0,1,1,0,0,0,0,0,110,468,149,8,4,1,16,9,158
"Sam Hutchinson","2018-2019",0,2,1,1,0,0,0,0,0,466,1865,714,8,9,1,20,6,580
"Harrison Reed","2018-2019",2,1,9,2,5,0,1,1,0,667,3038,1104,25,19,8,31,18,827
"Eros Pisano","2018-2019",2,0,0,0,0,0,0,0,0,200,893,393,7,8,0,12,3,267
"Matt Grimes","2018-2019",0,2,6,2,3,0,1,0,0,2038,10233,6092,66,56,3,33,27,2632
"Fraizer Campbell","2018-2019",3,1,12,10,0,1,0,0,1,389,1960,716,26,17,9,89,41,521
"Kamil Grosicki","2018-2019",4,1,21,14,2,1,4,0,0,904,8120,4251,171,115,78,85,67,1026
"Yohan Benalouane","2018-2019",0,0,1,1,0,0,0,0,0,231,1347,792,4,2,1,3,0,220
"Tyrone Mings","2018-2019",0,0,2,2,0,0,0,0,0,489,3464,2147,8,3,1,6,3,540
"Ryan Manning","2018-2019",4,2,1,0,1,0,0,0,0,418,2663,1268,30,21,3,34,17,449
"Danny Fox","2018-2019",0,0,2,2,0,0,0,0,0,611,3275,1962,16,6,1,10,5,641
"Marlon Pack","2018-2019",7,2,7,5,0,0,2,0,0,1463,8038,3860,48,39,1,40,32,1900
"Luca Connell","2018-2019",3,0,0,0,0,0,0,0,0,209,840,383,3,4,1,9,10,243
"Paweł Olkowski","2018-2019",2,1,6,5,0,1,0,0,0,781,5234,2676,85,55,9,50,49,796
"Rico Henry","2018-2019",2,0,6,5,0,1,0,0,0,360,2385,1382,39,28,7,21,11,382
"Paddy McNair","2018-2019",2,0,2,1,0,0,1,0,0,202,1423,821,19,14,3,11,8,217
"Jamie Paterson","2018-2019",3,0,11,8,1,2,0,0,0,758,5527,2183,62,42,24,65,49,858
"Lee Evans","2018-2019",9,2,6,4,1,0,1,0,0,949,4790,1888,32,39,5,38,22,1283
"Tom Lees","2018-2019",1,0,2,2,0,0,0,0,0,941,3988,2337,6,7,1,11,3,1070
"Nico Yennaris","2018-2019",1,1,1,1,0,0,0,0,0,237,1004,445,6,10,0,20,9,337
"Jamie Shackleton","2018-2019",0,0,2,2,0,0,0,0,0,117,812,472,18,7,6,5,6,155
"Joe Rodon","2018-2019",0,0,0,0,0,0,0,0,0,811,3994,2492,12,8,1,12,7,1125
"Declan John","2018-2019",1,0,2,1,0,0,0,1,0,231,1546,958,27,20,9,8,6,280
"Martyn Waghorn","2018-2019",6,3,6,5,0,0,1,0,0,455,2014,565,19,18,11,63,42,598
"Andre Dozzell","2018-2019",1,0,1,1,0,0,0,0,0,328,1392,614,7,14,0,18,12,417
"John McGinn","2018-2019",11,5,20,11,1,2,0,4,2,959,6350,3117,92,62,23,66,79,1223
"Michael Hefele","2018-2019",1,0,0,0,0,0,0,0,0,416,2874,1789,13,7,1,3,1,427
"Leon Clarke","2018-2019",5,0,7,5,0,0,1,1,0,209,869,336,11,7,5,26,19,409
"Liam Palmer","2018-2019",4,2,3,2,0,0,0,1,0,764,4074,2064,60,37,7,39,17,842
"Àngel Rangel","2018-2019",0,0,2,2,0,0,0,0,0,333,1753,819,14,7,4,12,6,445
"Patrick Bamford","2018-2019",3,0,4,2,0,1,1,0,0,291,1403,441,14,17,13,64,25,392
"Moritz Leitner","2018-2019",3,1,4,2,1,0,1,0,0,1064,5694,2757,57,44,7,26,18,1315
"Barry Bannan","2018-2019",3,1,23,13,7,0,2,1,0,1679,7988,3608,55,62,8,52,37,1916
"Aden Flint","2018-2019",1,0,2,1,0,0,0,1,0,511,2037,875,2,2,1,11,1,665
"Jack Colback","2018-2019",6,2,4,2,0,1,0,1,0,1042,5652,2292,33,35,6,23,23,1164
"Mason Mount","2018-2019",4,3,13,7,2,0,3,1,0,965,5086,2183,68,52,17,73,59,1189
"Massimo Luongo","2018-2019",7,4,10,8,0,1,1,0,0,1010,6675,3502,93,57,7,51,59,1185
"Daniel Batty","2018-2019",2,1,3,3,0,0,0,0,0,534,2358,882,14,12,1,32,19,653
"Sam Clucas","2018-2019",1,1,6,6,0,0,0,0,0,547,3234,1429,34,28,3,31,13,718
"Yanic Wildschut","2018-2019",0,1,1,1,0,0,0,0,0,163,1470,768,31,20,9,20,16,173
"Richard Stearman","2018-2019",0,0,0,0,0,0,0,0,0,59,253,100,0,0,0,0,2,78
"Gwion Edwards","2018-2019",6,0,3,3,0,0,0,0,0,663,5178,2073,78,64,15,90,62,694
"Marc Pugh","2018-2019",2,1,3,3,0,0,0,0,0,264,1589,700,31,17,11,44,19,361
"Christian Doidge","2018-2019",4,0,1,0,0,0,0,1,0,118,530,165,9,6,2,31,12,228
"Tom Barkhuizen","2018-2019",4,1,6,4,0,0,1,1,0,600,3939,2156,73,45,25,66,20,657
"Sam Baldock","2018-2019",1,1,2,2,0,0,0,0,0,259,1314,529,18,12,3,34,23,314
"Leandro Bacuna","2018-2019",0,1,8,5,3,0,0,0,0,913,5775,2939,42,33,6,31,30,981
"Lucas João","2018-2019",4,2,5,3,0,1,1,0,0,459,2423,853,28,28,10,68,45,521
"Martin Cranie","2018-2019",0,0,3,3,0,0,0,0,0,205,810,470,9,4,3,4,3,296
"Paul Gallagher","2018-2019",1,2,17,10,7,0,0,0,0,1003,4079,1875,22,19,4,31,8,1204
"Adam Forshaw","2018-2019",1,1,5,3,1,0,0,1,0,853,5322,2898,44,31,5,23,24,1144
"Cédric Kipré","2018-2019",0,1,0,0,0,0,0,0,0,730,4388,2184,16,7,1,18,8,779
"Jota","2018-2019",5,3,16,10,5,0,1,0,0,754,6521,3113,106,85,30,74,52,808
"Ben Godfrey","2018-2019",0,0,5,5,0,0,0,0,0,1082,5741,3696,31,15,1,14,6,1336
"Bojan Krkić","2018-2019",1,0,1,1,0,0,0,0,0,341,2589,1007,30,22,8,22,14,367
"Matt Miazga","2018-2019",0,0,2,2,0,0,0,0,0,565,2714,1634,4,0,0,6,3,635
"Joe Allen","2018-2019",3,0,9,6,2,1,0,0,0,1391,7993,3721,72,72,11,71,68,1676
"Jordan Roberts","2018-2019",0,0,1,1,0,0,0,0,0,124,610,231,12,11,2,23,9,163
"Jack Rodwell","2018-2019",0,0,0,0,0,0,0,0,0,305,1522,689,3,8,0,7,3,368
"Shane Ferguson","2018-2019",2,2,5,3,2,0,0,0,0,576,3143,1304,35,26,4,32,18,612
"Conor Washington","2018-2019",1,0,1,1,0,0,0,0,0,75,459,224,10,4,6,12,5,88
"Sam Morsy","2018-2019",2,5,7,5,1,0,1,0,0,1051,5884,3170,53,57,4,29,23,1268
"Jordan Hugill","2018-2019",9,0,3,2,0,0,0,1,0,354,1508,446,21,17,13,86,36,568
"Josh Earl","2018-2019",1,0,1,0,0,0,1,0,0,304,1448,730,16,11,2,13,12,314
"Joel Lynch","2018-2019",0,0,2,2,0,0,0,0,0,611,3466,1951,13,8,1,13,5,671
"Molla Wagué","2018-2019",0,1,0,0,0,0,0,0,0,184,636,289,1,0,0,3,0,213
"Stefan Johansen","2018-2019",0,0,5,3,2,0,0,0,0,240,1343,793,14,8,0,11,9,354
"Ashley Williams","2018-2019",0,0,1,1,0,0,0,0,0,864,5005,2989,18,14,1,12,5,987
"Tiago Ilori","2018-2019",0,0,0,0,0,0,0,0,0,729,4276,2703,5,7,0,7,3,747
"Reece Burke","2018-2019",1,0,2,1,0,0,0,1,0,768,4957,3106,26,14,1,15,8,952
"Tyler Blackett","2018-2019",1,0,4,3,0,0,0,1,0,728,4022,2345,52,36,1,29,21,780
"Ben Pearson","2018-2019",3,1,6,3,0,0,1,2,0,1005,5058,2196,32,37,0,26,19,1081
"Ovie Ejaria","2018-2019",2,3,4,3,0,0,0,0,1,553,3200,1496,41,25,8,31,29,581
"Brad Potts","2018-2019",3,0,0,0,0,0,0,0,0,259,1594,719,26,14,9,24,13,272
"Zak Vyner","2018-2019",0,1,4,3,1,0,0,0,0,392,1811,1020,20,13,0,11,6,416
"Billy Jones","2018-2019",0,0,1,1,0,0,0,0,0,237,1439,787,23,19,2,10,9,265
